locusId	accession	GI	scaffoldId	start	stop	strand	sysName	name	desc	COG	COGFun	COGDesc	TIGRFam	TIGRRoles	GO	EC	ECDesc
3660593	YP_001481946.1	157414690	57174	371714	371424	-	C8J_0370	C8J_0370	hypothetical protein (RefSeq)								
3660594	YP_001481947.1	157414691	57174	372709	371711	-	C8J_0371	C8J_0371	lipoprotein, putative (RefSeq)								
3660595	YP_001481948.1	157414692	57174	373284	372706	-	C8J_0372	C8J_0372	hypothetical protein (RefSeq)								
3660596	YP_001481949.1	157414693	57174	373428	373712	+	C8J_0373	gatC	putative Glu-tRNAGln amidotransferase subunit C (RefSeq)	COG721	J	Asp-tRNAAsn/Glu-tRNAGln amidotransferase C subunit	TIGR00135 aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, C subunit [gatC]	Protein synthesis:tRNA aminoacylation	GO:0006450,GO:0050566,GO:0050567	6.3.5.-,6.3.5.6,6.3.5.7	,Asparaginyl-tRNA synthase (glutamine-hydrolyzing).,Glutaminyl-tRNA synthase (glutamine-hydrolyzing).
3660597	YP_001481950.1	157414694	57174	373780	374343	+	C8J_0374	C8J_0374	putative integral membrane protein (RefSeq)	COG1286	R	Uncharacterized membrane protein, required for colicin V production			GO:0009403,GO:0016020		
3660598	YP_001481951.1	157414695	57174	374345	374818	+	C8J_0375	fur	ferric uptake regulator (RefSeq)	COG735	P	Fe2+/Zn2+ uptake regulation proteins			GO:0006355,GO:0003700		
3660599	YP_001481952.1	157414696	57174	374819	376324	+	C8J_0376	lysS	lysyl-tRNA synthetase (RefSeq)	COG1190	J	Lysyl-tRNA synthetase (class II)	TIGR00499 lysine--tRNA ligase [lysS]	Protein synthesis:tRNA aminoacylation	GO:0006430,GO:0005737,GO:0003676,GO:0004824,GO:0005524	6.1.1.6	Lysine--tRNA ligase.
3660600	YP_001481953.1	157414697	57174	376321	377565	+	C8J_0377	glyA	serine hydroxymethyltransferase (RefSeq)	COG112	E	Glycine/serine hydroxymethyltransferase			GO:0006563,GO:0006544,GO:0004372,GO:0030170	2.1.2.1	Glycine hydroxymethyltransferase.
3660601	YP_001481954.1	157414698	57174	377562	378107	+	C8J_0378	C8J_0378	hypothetical protein (RefSeq)								
3660602	YP_001481955.1	157414699	57174	378121	378957	+	C8J_0379	C8J_0379	hypothetical protein (RefSeq)								
3660603	YP_001481956.1	157414700	57174	378954	379742	+	C8J_0380	aroE	shikimate 5-dehydrogenase (RefSeq)	COG169	E	Shikimate 5-dehydrogenase	TIGR00507 shikimate 5-dehydrogenase [aroE]	Amino acid biosynthesis:Aromatic amino acid family	GO:0005737,GO:0004764,GO:0050661	1.1.1.25	Shikimate dehydrogenase.
3660604	YP_001481957.1	157414701	57174	380715	379816	-	C8J_0381	C8J_0381	lipoprotein, putative (RefSeq)								
3660605	YP_001481958.1	157414702	57174	380805	381620	+	C8J_0382	lgt	prolipoprotein diacylglyceryl transferase (RefSeq)	COG682	M	Prolipoprotein diacylglyceryltransferase	TIGR00544 prolipoprotein diacylglyceryl transferase [lgt]	Protein fate:Protein modification and repair	GO:0009249,GO:0016020,GO:0016740	2.4.99.-	
3660606	YP_001481959.1	157414703	57174	381689	382471	+	C8J_0383	frdC	fumarate reductase cytochrome B subunit (RefSeq)	COG2009	C	Succinate dehydrogenase/fumarate reductase, cytochrome b subunit			GO:0006118,GO:0006099,GO:0045284,GO:0045282,GO:0008194,GO:0000104	1.3.99.1	Succinate dehydrogenase.
3660607	YP_001481960.1	157414704	57174	382455	384446	+	C8J_0384	frdA	fumarate reductase flavoprotein subunit (RefSeq)	COG1053	C	Succinate dehydrogenase/fumarate reductase, flavoprotein subunit	TIGR01812 succinate dehydrogenase or fumarate reductase, flavoprotein subunit	Energy metabolism:TCA cycle	GO:0006118,GO:0000104	1.3.99.1	Succinate dehydrogenase.
3660608	YP_001481961.1	157414705	57174	384439	385164	+	C8J_0385	frdB	fumarate reductase iron-sulfur protein (RefSeq)	COG479	C	Succinate dehydrogenase/fumarate reductase, Fe-S protein subunit	TIGR00384 succinate dehydrogenase and fumarate reductase iron-sulfur protein	Energy metabolism:TCA cycle	GO:0006118,GO:0006099,GO:0009055,GO:0000104,GO:0051536	1.3.99.1	Succinate dehydrogenase.
3660609	YP_001481962.1	157414706	57174	385192	387378	+	C8J_0386	C8J_0386	putative ATP/GTP binding protein (RefSeq)						GO:0005525,GO:0003924		
3660610	YP_001481963.1	157414707	57174	387368	389197	+	C8J_0387	C8J_0387	putative ATP/GTP binding protein (RefSeq)						GO:0005622,GO:0005525,GO:0003924		
3660611	YP_001481964.1	157414708	57174	389197	389901	+	C8J_0388	C8J_0388	putative periplasmic protein (RefSeq)	COG790	R	FOG: TPR repeat, SEL1 subfamily			GO:0005488		
3660612	YP_001481965.1	157414709	57174	390037	390765	+	C8J_0389	C8J_0389	hypothetical protein (RefSeq)						GO:0033717	1.1.99.3	Gluconate 2-dehydrogenase (acceptor).
3660613	YP_001481966.1	157414710	57174	390767	392488	+	C8J_0390	C8J_0390	oxidoreductase, putative (RefSeq)	COG2303	E	Choline dehydrogenase and related flavoproteins			GO:0006118,GO:0050660,GO:0033717	1.1.99.3	Gluconate 2-dehydrogenase (acceptor).
3660614	YP_001481967.1	157414711	57174	392659	392757	+	C8J_0391	C8J_0391	hypothetical protein (RefSeq)								
3660615	YP_001481968.1	157414712	57174	392777	392983	+	C8J_0392	C8J_0392	hypothetical protein (RefSeq)								
3660616	YP_001481969.1	157414713	57174	393750	393046	-	C8J_0393	C8J_0393	hypothetical protein (RefSeq)								
3660617	YP_001481970.1	157414714	57174	393857	394219	+	C8J_0394	C8J_0394	HIT family protein (RefSeq)	COG537	FGR	Diadenosine tetraphosphate (Ap4A) hydrolase and other HIT family hydrolases			GO:0003824		
3660618	YP_001481971.1	157414715	57174	394293	394865	+	C8J_0395	C8J_0395	putative periplasmic protein (RefSeq)	COG2353	S	Uncharacterized conserved protein					
3660619	YP_001481972.1	157414716	57174	395826	394870	-	C8J_0396	C8J_0396	hypothetical protein (RefSeq)								
3660620	YP_001481973.1	157414717	57174	396096	395887	-	C8J_0397	C8J_0397	hypothetical protein (RefSeq)								
3660621	YP_001481974.1	157414718	57174	396263	396685	+	C8J_0398	C8J_0398	hypothetical protein (RefSeq)								
3660622	YP_001481975.1	157414719	57174	396937	397290	+	C8J_0399	C8J_0399	lipoprotein, putative (RefSeq)								
3660623	YP_001481976.1	157414720	57174	397340	397807	+	C8J_0400	C8J_0400	hypothetical protein (RefSeq)								
3660624	YP_001481977.1	157414721	57174	397885	399462	+	C8J_0401	C8J_0401	ABC transporter ATP-binding protein (RefSeq)	COG488	R	ATPase components of ABC transporters with duplicated ATPase domains			GO:0030261,GO:0007059,GO:0009295,GO:0005524,GO:0003677,GO:0016887		
3660625	YP_001481978.1	157414722	57174	399455	399787	+	C8J_0402	C8J_0402	hypothetical protein (RefSeq)								
3660626	YP_001481979.1	157414723	57174	399863	400246	+	C8J_0403	C8J_0403	hypothetical protein (RefSeq)								
3660627	YP_001481980.1	157414724	57174	400874	400290	-	C8J_0404	C8J_0404	hypothetical protein (RefSeq)	COG1739	S	Uncharacterized conserved protein					
3660628	YP_001481981.1	157414725	57174	401002	402228	+	C8J_0405	C8J_0405	putative integral membrane protein (RefSeq)								
3660629	YP_001481982.1	157414726	57174	402221	402958	+	C8J_0406	C8J_0406	hypothetical protein (RefSeq)								
3660630			57174	403437	404949	+	C8J_Cj16SB	C8J_Cj16SB	16S ribosomal RNA (RefSeq)								
3660631			57174	405054	405129	+	C8J_t0004	C8J_t0004	tRNA-Ala (RefSeq)								
3660632			57174	405138	405214	+	C8J_t0005	C8J_t0005	tRNA-Ile (RefSeq)								
3660633			57174	405755	408709	+	C8J_Cj23SB	C8J_Cj23SB	23S ribosomal RNA (RefSeq)								
3660634			57174	408994	409113	+	C8J_Cj5SB	C8J_Cj5SB	5S ribosomal RNA (RefSeq)								
3660635	YP_001481983.1	157414727	57174	410479	409271	-	C8J_0407	murD	UDP-N-acetylmuramoylalanine--D-glutamate ligase (RefSeq)	COG771	M	UDP-N-acetylmuramoylalanine-D-glutamate ligase	TIGR01087 UDP-N-acetylmuramoylalanine--D-glutamate ligase [murD]	Cell envelope:Biosynthesis and degradation of murein sacculus and peptidoglycan	GO:0009252,GO:0051301,GO:0008360,GO:0005737,GO:0008764,GO:0005524	6.3.2.9	UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase.
3660636	YP_001481984.1	157414728	57174	411540	410479	-	C8J_0408	mraY	phospho-N-acetylmuramoyl-pentapeptide-transferase (RefSeq)	COG472	M	UDP-N-acetylmuramyl pentapeptide phosphotransferase/UDP-N-acetylglucosamine-1-phosphate transferase	TIGR00445 phospho-N-acetylmuramoyl-pentapeptide-transferase [mraY]	Cell envelope:Biosynthesis and degradation of murein sacculus and peptidoglycan	GO:0009252,GO:0016021,GO:0008963	2.7.8.13	Phospho-N-acetylmuramoyl-pentapeptide-transferase.
3660637	YP_001481985.1	157414729	57174	411620	413098	+	C8J_0409	pgm	phosphoglyceromutase (RefSeq)	COG696	G	Phosphoglyceromutase	TIGR01307 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [gpmI]	Energy metabolism:Glycolysis/gluconeogenesis	GO:0006007,GO:0005737,GO:0046538,GO:0030145,GO:0046537	5.4.2.1	Phosphoglycerate mutase.
3660638	YP_001481986.1	157414730	57174	413170	413913	+	C8J_0410	fabG	3-ketoacyl-(acyl-carrier-protein) reductase (RefSeq)	COG1028	IQR	Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)	TIGR01830 3-oxoacyl-[acyl-carrier-protein] reductase [fabG]	Fatty acid and phospholipid metabolism:Biosynthesis	GO:0006633,GO:0004316,GO:0051287	1.1.1.100	3-oxoacyl-[acyl-carrier-protein] reductase.
3660639	YP_001481987.1	157414731	57174	413923	414330	+	C8J_0411	C8J_0411	hypothetical protein (RefSeq)	COG5015	S	Uncharacterized conserved protein			GO:0010181		
3660640	YP_001481988.1	157414732	57174	414667	416502	+	C8J_0412	sdhA	succinate dehydrogenase flavoprotein subunit (RefSeq)	COG1053	C	Succinate dehydrogenase/fumarate reductase, flavoprotein subunit	TIGR01409 Tat (twin-arginine translocation) pathway signal sequence,TIGR01812 succinate dehydrogenase or fumarate reductase, flavoprotein subunit	Energy metabolism:TCA cycle	GO:0006118,GO:0000104	1.3.99.1	Succinate dehydrogenase.
3660641	YP_001481989.1	157414733	57174	416499	417464	+	C8J_0413	sdhB	succinate dehydrogenase, iron-sulfur protein subunit (RefSeq)	COG479	C	Succinate dehydrogenase/fumarate reductase, Fe-S protein subunit	TIGR00384 succinate dehydrogenase and fumarate reductase iron-sulfur protein	Energy metabolism:TCA cycle	GO:0006099,GO:0006118,GO:0000104,GO:0051536,GO:0009055	1.3.99.1	Succinate dehydrogenase.
3660642	YP_001481990.1	157414734	57174	417468	418325	+	C8J_0414	sdhC	putative succinate dehydrogenase subunit C (RefSeq)	COG2048	C	Heterodisulfide reductase, subunit B			GO:0000104	1.3.99.1	Succinate dehydrogenase.
3660643	YP_001481991.1	157414735	57174	419014	418349	-	C8J_0415	C8J_0415	putative transcriptional regulator (RefSeq)	COG819	K	Putative transcription activator			GO:0050334	3.5.99.2	Thiaminase.
3660644	YP_001481992.1	157414736	57174	419127	419360	+	C8J_0416	acpP	acyl carrier protein (RefSeq)	COG236	IQ	Acyl carrier protein	TIGR00517 acyl carrier protein [acpP]	Fatty acid and phospholipid metabolism:Biosynthesis	GO:0006633,GO:0000036,GO:0031177,GO:0048037		
3660645	YP_001481993.1	157414737	57174	419386	420600	+	C8J_0417	fabF	3-oxoacyl-[acyl-carrier-protein] synthase (RefSeq)	COG304	IQ	3-oxoacyl-(acyl-carrier-protein) synthase	TIGR03150 beta-ketoacyl-acyl-carrier-protein synthase II [fabF]	Fatty acid and phospholipid metabolism:Biosynthesis	GO:0009058,GO:0003824,GO:0004315	2.3.1.179,2.3.1.41	Beta-ketoacyl-acyl-carrier-protein synthase II.,Beta-ketoacyl-acyl-carrier-protein synthase I.
3660646	YP_001481994.1	157414738	57174	420602	421540	+	C8J_0418	accA	acetyl-CoA carboxylase, carboxyl transferase, alpha subunit (RefSeq)	COG825	I	Acetyl-CoA carboxylase alpha subunit	TIGR00513 acetyl-CoA carboxylase, carboxyl transferase, alpha subunit [accA]	Fatty acid and phospholipid metabolism:Biosynthesis	GO:0006633,GO:0009317,GO:0003989	6.4.1.2	Acetyl-CoA carboxylase.
3660647	YP_001481995.1	157414739	57174	421674	423746	+	C8J_0419	C8J_0419	hypothetical protein (RefSeq)	COG4771	P	Outer membrane receptor for ferrienterochelin and colicins			GO:0006810,GO:0016020,GO:0004872,GO:0005215		
3660648	YP_001481996.1	157414740	57174	423829	424416	+	C8J_0420	C8J_0420	hypothetical protein (RefSeq)				TIGR00052 nudix-type nucleoside diphosphatase, YffH/AdpP family	Unknown function:Enzymes of unknown specificity	GO:0008768,GO:0046872	3.6.1.45	UDP-sugar diphosphatase.
3660649	YP_001481997.1	157414741	57174	425555	424458	-	C8J_0421	C8J_0421	putative MCP-type signal transduction protein (RefSeq)						GO:0006935,GO:0007165,GO:0016020,GO:0004871		
3660650	YP_001481998.1	157414742	57174	425780	425565	-	C8J_0422	C8J_0422	hypothetical protein (RefSeq)	COG2841	S	Uncharacterized protein conserved in bacteria					
3660651	YP_001481999.1	157414743	57174	426159	425965	-	C8J_0423	rpmB	50S ribosomal protein L28 (RefSeq)	COG227	J	Ribosomal protein L28	TIGR00009 ribosomal protein L28 [rpmB]	Protein synthesis:Ribosomal proteins: synthesis and modification	GO:0006412,GO:0005840,GO:0003735		
3660652	YP_001482000.1	157414744	57174	426299	426946	+	C8J_0424	rpe	ribulose-phosphate 3-epimerase (RefSeq)	COG36	G	Pentose-5-phosphate-3-epimerase	TIGR01163 ribulose-phosphate 3-epimerase [rpe]	Energy metabolism:Pentose phosphate pathway	GO:0005975,GO:0004750	5.1.3.1	Ribulose-phosphate 3-epimerase.
3660653	YP_001482001.1	157414745	57174	426943	427704	+	C8J_0425	dnaQ	exonuclease, possibly dna polymerase III epsilon subunit (RefSeq)	COG847	L	DNA polymerase III, epsilon subunit and related 3'-5' exonucleases	TIGR00573 exonuclease, DNA polymerase III, epsilon subunit family	DNA metabolism:Degradation of DNA	GO:0006260,GO:0005622,GO:0003677,GO:0003893,GO:0016448,GO:0016452,GO:0003889,GO:0003894,GO:0016449,GO:0019984,GO:0003890,GO:0003895,GO:0015999,GO:0016450,GO:0003891,GO:0004527,GO:0016000,GO:0016451	2.7.7.7	DNA-directed DNA polymerase.
3660654	YP_001482002.1	157414746	57174	427887	429179	+	C8J_0426	thiC	thiamine biosynthesis protein ThiC (RefSeq)	COG422	H	Thiamine biosynthesis protein ThiC	TIGR00190 thiamine biosynthesis protein ThiC [thiC]	Biosynthesis of cofactors, prosthetic groups, and carriers:Thiamine	GO:0009228		
3660655	YP_001482003.1	157414747	57174	429689	429171	-	C8J_0427	C8J_0427	hypothetical protein (RefSeq)								
3660656	YP_001482004.1	157414748	57174	430206	429679	-	C8J_0428	C8J_0428	hypothetical protein (RefSeq)								
3660657	YP_001482005.1	157414749	57174	431162	430203	-	C8J_0429	C8J_0429	hypothetical protein (RefSeq)								
3660658	YP_001482006.1	157414750	57174	431745	431164	-	C8J_0430	C8J_0430	putative lipoprotein (RefSeq)	COG2121	S	Uncharacterized protein conserved in bacteria					
3660659	YP_001482007.1	157414751	57174	433078	431777	-	C8J_0431	miaB	tRNA-i(6)A37 thiotransferase enzyme MiaB (RefSeq)	COG621	J	2-methylthioadenine synthetase	TIGR00089 radical SAM methylthiotransferase, MiaB/RimO family,TIGR01574 tRNA-i(6)A37 thiotransferase enzyme MiaB [miaB]	Protein synthesis:tRNA and rRNA base modification	GO:0008152,GO:0003824,GO:0051536		
3660660	YP_001482008.1	157414752	57174	433317	433075	-	C8J_0432	C8J_0432	hypothetical protein (RefSeq)								
3660661	YP_001482009.1	157414753	57174	433444	434532	+	C8J_0433	nusA	transcription termination factor NusA (RefSeq)	COG195	K	Transcription elongation factor	TIGR01953 transcription termination factor NusA [nusA]	Transcription:Transcription factors	GO:0031554,GO:0003700,GO:0003723,GO:0005515		
3660662	YP_001482010.1	157414754	57174	435735	434548	-	C8J_0434	C8J_0434	putative integral membrane protein (RefSeq)								
3660663	YP_001482011.1	157414755	57174	435810	436856	+	C8J_0435	C8J_0435	hypothetical protein (RefSeq)	COG1060	HR	Thiamine biosynthesis enzyme ThiH and related uncharacterized enzymes	TIGR00423 radical SAM domain protein, CofH subfamily,TIGR03699 menaquinone biosynthesis protein, SCO4550 family	Biosynthesis of cofactors, prosthetic groups, and carriers:Menaquinone and ubiquinone	GO:0008152,GO:0003824,GO:0051536		
3660664	YP_001482012.1	157414756	57174	436856	438076	+	C8J_0436	C8J_0436	zinc protease-like protein (RefSeq)	COG612	R	Predicted Zn-dependent peptidases			GO:0006508,GO:0004222,GO:0008270	3.4.-.-	
3660665	YP_001482013.1	157414757	57174	438066	439889	+	C8J_0437	recG	ATP-dependent DNA helicase (RefSeq)	COG1200	LK	RecG-like helicase			GO:0003676,GO:0003677,GO:0005524,GO:0008026	3.6.1.-	
3660666	YP_001482014.1	157414758	57174	440269	439886	-	C8J_0438	C8J_0438	hypothetical protein (RefSeq)	COG2346	R	Truncated hemoglobins			GO:0015671,GO:0005506,GO:0019825,GO:0020037		
3660667	YP_001482015.1	157414759	57174	440364	440960	+	C8J_0439	C8J_0439	putative transcriptional regulator (RefSeq)	COG664	T	cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases					
3660668	YP_001482016.1	157414760	57174	440977	441678	+	C8J_0440	C8J_0440	polar amino acid transport system permease protein (RefSeq)	COG765	E	ABC-type amino acid transport system, permease component	TIGR01726 amino ABC transporter, permease protein, 3-TM region, His/Glu/Gln/Arg/opine family	Transport and binding proteins:Amino acids, peptides and amines	GO:0006810,GO:0009276,GO:0016021,GO:0005215		
3660669	YP_001482017.1	157414761	57174	441671	442327	+	C8J_0441	C8J_0441	polar amino acid transport system permease protein (RefSeq)	COG765	E	ABC-type amino acid transport system, permease component	TIGR01726 amino ABC transporter, permease protein, 3-TM region, His/Glu/Gln/Arg/opine family	Transport and binding proteins:Amino acids, peptides and amines	GO:0006810,GO:0009276,GO:0016021,GO:0005215		
3660670	YP_001482018.1	157414762	57174	442329	443066	+	C8J_0442	C8J_0442	polar amino acid transport system ATP-binding protein (RefSeq)	COG1126	E	ABC-type polar amino acid transport system, ATPase component			GO:0003924,GO:0015598,GO:0016887,GO:0005524,GO:0015599,GO:0005525,GO:0015600,GO:0015597,GO:0015601	3.6.3.21	Polar-amino-acid-transporting ATPase.
3660671			57174	443181	443256	+	C8J_t0006	C8J_t0006	tRNA-Thr (RefSeq)								
3660672			57174	443306	443391	+	C8J_t0007	C8J_t0007	tRNA-Tyr (RefSeq)								
3660673			57174	443398	443474	+	C8J_t0008	C8J_t0008	tRNA-Gly (RefSeq)								
3660674			57174	443579	443653	+	C8J_t0009	C8J_t0009	tRNA-Thr (RefSeq)								
3660675	YP_001482019.1	157414763	57174	443722	444921	+	C8J_0443	tuf	elongation factor EF-Tu (RefSeq)	COG50	J	GTPases - translation elongation factors	TIGR00231 small GTP-binding protein domain,TIGR00485 translation elongation factor Tu [tuf]	Protein synthesis:Translation factors	GO:0006414,GO:0005622,GO:0003746,GO:0003924,GO:0008547,GO:0005525	3.6.5.3	Protein-synthesizing GTPase.
3660676	YP_001482020.1	157414764	57174	444974	445132	+	C8J_0444	rpmG	50S ribosomal protein L33 (RefSeq)	COG267	J	Ribosomal protein L33	TIGR01023 ribosomal protein L33 [rpmG]	Protein synthesis:Ribosomal proteins: synthesis and modification	GO:0006412,GO:0005840,GO:0003735		
3660677			57174	445145	445220	+	C8J_t0010	C8J_t0010	tRNA-Trp (RefSeq)								
3660678	YP_001482021.1	157414765	57174	445239	445418	+	C8J_0445	secE	preprotein translocase SecE subunit (RefSeq)				TIGR00964 preprotein translocase, SecE subunit [secE]	Protein fate:Protein and peptide secretion and trafficking	GO:0006605,GO:0009306,GO:0016021,GO:0015450		
3660679	YP_001482022.1	157414766	57174	445428	445961	+	C8J_0446	nusG	putative transcription antitermination protein (RefSeq)	COG250	K	Transcription antiterminator	TIGR00922 transcription termination/antitermination factor NusG [nusG]	Transcription:Transcription factors	GO:0006235,GO:0006355,GO:0006233,GO:0003711,GO:0004798,GO:0005524		
3660680	YP_001482023.1	157414767	57174	445987	446412	+	C8J_0447	rplK	50S ribosomal protein L11 (RefSeq)	COG80	J	Ribosomal protein L11	TIGR01632 ribosomal protein L11 [rplK]	Protein synthesis:Ribosomal proteins: synthesis and modification	GO:0006412,GO:0005840,GO:0003735		
3660681	YP_001482024.1	157414768	57174	446467	447168	+	C8J_0448	rplA	50S ribosomal protein L1 (RefSeq)	COG81	J	Ribosomal protein L1	TIGR01169 ribosomal protein L1 [rplA]	Protein synthesis:Ribosomal proteins: synthesis and modification	GO:0006412,GO:0015934,GO:0003723,GO:0003735		
3660682	YP_001482025.1	157414769	57174	447320	447799	+	C8J_0449	rplJ	50S ribosomal protein L10 (RefSeq)	COG244	J	Ribosomal protein L10			GO:0006412,GO:0042254,GO:0005840,GO:0003735		
3660683	YP_001482026.1	157414770	57174	447820	448197	+	C8J_0450	rplL	ribosomal protein L7/L12 (RefSeq)	COG222	J	Ribosomal protein L7/L12	TIGR00855 ribosomal protein L7/L12 [rplL]	Protein synthesis:Ribosomal proteins: synthesis and modification	GO:0006412,GO:0005840,GO:0003735		
3660684	YP_001482027.1	157414771	57174	448315	452442	+	C8J_0451	rpoB	DNA-directed RNA polymerase, beta subunit (RefSeq)				TIGR02013 DNA-directed RNA polymerase, beta subunit [rpoB]	Transcription:DNA-dependent RNA polymerase	GO:0006350,GO:0003677,GO:0003902,GO:0003899,GO:0003900,GO:0003901	2.7.7.6	DNA-directed RNA polymerase.
3660685	YP_001482028.1	157414772	57174	452435	456988	+	C8J_0452	rpoC	DNA-directed RNA polymerase, beta' subunit (RefSeq)	COG86	K	DNA-directed RNA polymerase, beta' subunit/160 kD subunit	TIGR02386 DNA-directed RNA polymerase, beta' subunit [rpoC]	Transcription:DNA-dependent RNA polymerase	GO:0006350,GO:0005634,GO:0003677,GO:0003902,GO:0003899,GO:0003900,GO:0003901	2.7.7.6	DNA-directed RNA polymerase.
3660686	YP_001482029.1	157414773	57174	457108	457494	+	C8J_0453	rpsL	30S ribosomal protein S12 (RefSeq)	COG48	J	Ribosomal protein S12	TIGR00981 ribosomal protein S12 [rpsL]	Protein synthesis:Ribosomal proteins: synthesis and modification	GO:0006412,GO:0015935,GO:0003735		
3660687	YP_001482030.1	157414774	57174	457564	458034	+	C8J_0454	rpsG	30S ribosomal protein S7 (RefSeq)	COG49	J	Ribosomal protein S7	TIGR01029 ribosomal protein S7 [rpsG]	Protein synthesis:Ribosomal proteins: synthesis and modification	GO:0006412,GO:0015935,GO:0003735		
3660688	YP_001482031.1	157414775	57174	458047	460122	+	C8J_0455	fusA	elongation factor EF-G (RefSeq)	COG480	J	Translation elongation factors (GTPases)	TIGR00231 small GTP-binding protein domain,TIGR00484 translation elongation factor G [fusA]	Protein synthesis:Translation factors	GO:0006414,GO:0005622,GO:0003746,GO:0003924,GO:0008547,GO:0005525	3.6.5.3	Protein-synthesizing GTPase.
3660689			57174	460151	460227	+	C8J_t0011	C8J_t0011	tRNA-Arg (RefSeq)								
3660690	YP_001482032.1	157414776	57174	460245	460394	+	C8J_0456	C8J_0456	hypothetical protein (RefSeq)								
3660691	YP_001482033.1	157414777	57174	460400	461101	+	C8J_0457	C8J_0457	hypothetical protein (RefSeq)	COG4123	R	Predicted O-methyltransferase			GO:0007049,GO:0032259,GO:0003676,GO:0008168		
3660692	YP_001482034.1	157414778	57174	461091	461465	+	C8J_0458	C8J_0458	hypothetical protein (RefSeq)	COG727	R	Predicted Fe-S-cluster oxidoreductase					
3660693	YP_001482035.1	157414779	57174	461438	462715	+	C8J_0459	C8J_0459	putative lipoprotein (RefSeq)						GO:0005488		
3660694	YP_001482036.1	157414780	57174	462712	463488	+	C8J_0460	trpC	indole-3-glycerol phosphate synthase (RefSeq)	COG134	E	Indole-3-glycerol phosphate synthase			GO:0006568,GO:0004425	4.1.1.48	Indole-3-glycerol-phosphate synthase.
3660695	YP_001482037.1	157414781	57174	463498	463983	+	C8J_0461	C8J_0461	Hit family protein (RefSeq)	COG537	FGR	Diadenosine tetraphosphate (Ap4A) hydrolase and other HIT family hydrolases			GO:0003824		
3660696	YP_001482038.1	157414782	57174	463973	464977	+	C8J_0462	C8J_0462	putative ATP/GTP binding protein (RefSeq)	COG2603	R	Predicted ATPase	TIGR03167 tRNA 2-selenouridine synthase [selU]	Protein synthesis:tRNA and rRNA base modification		2.9.1.-	
3660697	YP_001482039.1	157414783	57174	465716	467584	+	C8J_0463	C8J_0463	hypothetical protein (RefSeq)						GO:0006508,GO:0004182,GO:0008270		
3660698	YP_001482040.1	157414784	57174	467675	467986	+	C8J_0464	C8J_0464	hypothetical protein (RefSeq)								
3660699	YP_001482041.1	157414785	57174	468083	469786	+	C8J_0465	C8J_0465	hypothetical protein (RefSeq)				TIGR01901 filamentous haemagglutinin family N-terminal domain		GO:0005488		
3660700	YP_001482042.1	157414786	57174	470026	471840	+	C8J_0466	C8J_0466	putative outer-membrane protein (RefSeq)	COG2831	U	Hemolysin activation/secretion protein					
3660701	YP_001482043.1	157414787	57174	472773	471844	-	C8J_0467	hemH	ferrochelatase (RefSeq)	COG276	H	Protoheme ferro-lyase (ferrochelatase)	TIGR00109 ferrochelatase [hemH]	Biosynthesis of cofactors, prosthetic groups, and carriers:Heme, porphyrin, and cobalamin	GO:0006783,GO:0004325	4.99.1.1	Ferrochelatase.
3660702	YP_001482044.1	157414788	57174	473636	472770	-	C8J_0468	C8J_0468	oxidoreductase, Gfo/Idh/MocA family (RefSeq)	COG673	R	Predicted dehydrogenases and related proteins			GO:0016491		
3660703	YP_001482045.1	157414789	57174	474714	473641	-	C8J_0469	C8J_0469	DegT/DnrJ/EryC1/StrS aminotransferase family (RefSeq)	COG399	M	Predicted pyridoxal phosphate-dependent enzyme apparently involved in regulation of cell wall biogenesis			GO:0003824,GO:0030170		
3660704	YP_001482046.1	157414790	57174	474829	477357	+	C8J_0470	alaS	alanyl-tRNA synthetase (RefSeq)	COG13	J	Alanyl-tRNA synthetase	TIGR00344 alanine--tRNA ligase [alaS]	Protein synthesis:tRNA aminoacylation	GO:0006419,GO:0005737,GO:0003676,GO:0004813,GO:0005524	6.1.1.7	Alanine--tRNA ligase.
3660705	YP_001482047.1	157414791	57174	477357	477908	+	C8J_0471	maf	MAF-like protein (RefSeq)	COG424	D	Nucleotide-binding protein implicated in inhibition of septum formation	TIGR00172 septum formation protein Maf [maf]	Cellular processes:Cell division			
3660706	YP_001482048.1	157414792	57174	477905	479836	+	C8J_0472	pbpA	penicillin-binding protein 1A (RefSeq)	COG744	M	Membrane carboxypeptidase (penicillin-binding protein)	TIGR02074 penicillin-binding protein, 1A family	Cell envelope:Biosynthesis and degradation of murein sacculus and peptidoglycan	GO:0046677,GO:0009252,GO:0009274,GO:0008233,GO:0016763,GO:0008658		
3660707	YP_001482049.1	157414793	57174	482437	479864	-	C8J_0473	clpB	ATP-dependent CLP protease ATP-binding subunit (RefSeq)	COG542	O	ATPases with chaperone activity, ATP-binding subunit			GO:0006355,GO:0051085,GO:0019538,GO:0005622,GO:0005783,GO:0005515,GO:0005524,GO:0008134,GO:0017111		
3660708	YP_001482050.1	157414794	57174	482839	482549	-	C8J_0474	C8J_0474	hypothetical protein (RefSeq)	COG1937	S	Uncharacterized protein conserved in bacteria					
